"","shipment_id","order_id","prod_id","delivery_departed_date","delivery_received_date","est_delivery_date","shipper_name","delivery_recipient","delivery_fee","delivery_status"
"523","sm523","o244","prod01","19-08-2022","22-08-2022","22-08-2022","DPD","Kristopher",3,"Delivered"
"524","sm524","o186","prod15","08-02-2022","11-02-2022","11-02-2022","DPD","Smokey",3,"Delivered"
"525","sm525","o434","prod05","03-05-2022","06-05-2022","06-05-2022","DPD","Flor",3,"Delivered"
"526","sm526","o211","prod11","26-08-2023","29-08-2023","29-08-2023","DPD","Andrew",3,"Delivered"
"527","sm527","o191","prod05","04-04-2023","07-04-2023","07-04-2023","DPD","Brandon",3,"Delivered"
"528","sm528","o024","prod01","30-10-2022","02-11-2022","02-11-2022","DPD","Lameek",3,"Delivered"
"529","sm529","o270","prod07","02-07-2022","05-07-2022","05-07-2022","DPD","Cesiah",3,"Delivered"
"530","sm530","o298","prod05","03-01-2022","06-01-2022","06-01-2022","DPD","Kellie",3,"Delivered"
"531","sm531","o049","prod13","28-03-2022","31-03-2022","31-03-2022","DPD","Brandon",3,"Delivered"
"532","sm532","o071","prod04","27-01-2022","30-01-2022","30-01-2022","DPD","Matthew",3,"Delivered"
"533","sm533","o246","prod03","02-07-2022","05-07-2022","05-07-2022","DPD","Mariah",3,"Delivered"
"534","sm534","o436","prod07","30-10-2022","02-11-2022","02-11-2022","DPD","Reginald",3,"Delivered"
"535","sm535","o437","prod16","17-01-2024","20-01-2024","20-01-2024","DPD","Eimy",3,"Delivered"
"536","sm536","o007","prod02","02-08-2023","05-08-2023","05-08-2023","DPD","Angelleeka",3,"Delivered"
"537","sm537","o108","prod07","26-07-2022","29-07-2022","29-07-2022","DPD","Dhaafir",3,"Delivered"
"538","sm538","o380","prod14","22-02-2024","25-02-2024","25-02-2024","DPD","Muhjar",3,"Delivered"
"539","sm539","o317","prod15","28-04-2023","01-05-2023","01-05-2023","DPD","Jocelyn",3,"Delivered"
"540","sm540","o382","prod10","19-08-2022","22-08-2022","22-08-2022","DPD","Timothy",3,"Delivered"
"541","sm541","o415","prod06","26-07-2022","29-07-2022","29-07-2022","DPD","Tre",3,"Delivered"
"542","sm542","o239","prod06","03-05-2022","06-05-2022","06-05-2022","DPD","Matthew",3,"Delivered"
"543","sm543","o167","prod06","05-12-2022","08-12-2022","08-12-2022","DPD","Christopher",3,"Delivered"
"544","sm544","o460","prod10","09-07-2023","12-07-2023","12-07-2023","DPD","Amy",3,"Delivered"
"545","sm545","o437","prod09","17-01-2024","20-01-2024","20-01-2024","DPD","Eimy",3,"Delivered"
"546","sm546","o372","prod03","25-10-2023","28-10-2023","28-10-2023","DPD","Alyson",3,"Delivered"
"547","sm547","o305","prod03","08-06-2022","11-06-2022","11-06-2022","DPD","Jacob",3,"Delivered"
"548","sm548","o129","prod09","18-11-2023","21-11-2023","21-11-2023","DPD","Mu'hsina",3,"Delivered"
"549","sm549","o474","prod16","06-10-2022","09-10-2022","09-10-2022","DPD","Delrey",3,"Delivered"
"550","sm550","o005","prod11","13-10-2023","16-10-2023","16-10-2023","DPD","Destinee",3,"Delivered"
"551","sm551","o126","prod01","31-08-2022","03-09-2022","03-09-2022","DPD","Deborah",3,"Delivered"
"552","sm552","o081","prod03","10-05-2023","13-05-2023","13-05-2023","DPD","Simone",3,"Delivered"
"553","sm553","o220","prod08","09-07-2023","12-07-2023","12-07-2023","DPD","Mariah",3,"Delivered"
"554","sm554","o189","prod03","29-01-2024","01-02-2024","01-02-2024","DPD","Nakheel",3,"Delivered"
"555","sm555","o179","prod03","20-06-2022","23-06-2022","23-06-2022","DPD","Melissa",3,"Delivered"
"556","sm556","o051","prod05","04-04-2023","07-04-2023","07-04-2023","DPD","Jordana",3,"Delivered"
"557","sm557","o372","prod15","25-10-2023","28-10-2023","28-10-2023","DPD","Alyson",3,"Delivered"
"558","sm558","o127","prod16","20-06-2022","23-06-2022","23-06-2022","DPD","Natasha",3,"Delivered"
"559","sm559","o188","prod07","10-05-2023","13-05-2023","13-05-2023","DPD","Zainuddeen",3,"Delivered"
"560","sm560","o302","prod11","05-12-2022","08-12-2022","08-12-2022","DPD","Connie",3,"Delivered"
"561","sm561","o442","prod03","15-01-2022","18-01-2022","18-01-2022","DPD","Jorge",3,"Delivered"
"562","sm562","o325","prod15","14-08-2023","17-08-2023","17-08-2023","DPD","Dhaahir",3,"Delivered"
"563","sm563","o195","prod16","28-03-2022","31-03-2022","31-03-2022","DPD","Eduardo",3,"Delivered"
"564","sm564","o371","prod07","17-01-2024","20-01-2024","20-01-2024","DPD","Rey",3,"Delivered"
"565","sm565","o324","prod14","19-08-2022","22-08-2022","22-08-2022","DPD","Andrea",3,"Delivered"
"566","sm566","o420","prod16","03-01-2022","06-01-2022","06-01-2022","DPD","Anasthasia",3,"Delivered"
"567","sm567","o331","prod07","27-01-2022","30-01-2022","30-01-2022","DPD","Ryan",3,"Delivered"
"568","sm568","o351","prod05","25-10-2023","28-10-2023","28-10-2023","DPD","Isaac",3,"Delivered"
"569","sm569","o312","prod04","10-01-2023","13-01-2023","13-01-2023","DPD","Nazario",3,"Delivered"
"570","sm570","o193","prod05","28-03-2022","31-03-2022","31-03-2022","DPD","Tahiyya",3,"Delivered"
"571","sm571","o296","prod11","24-12-2023","27-12-2023","27-12-2023","DPD","Gabriela",3,"Delivered"
"572","sm572","o141","prod04","31-08-2022","03-09-2022","03-09-2022","DPD","Alec",3,"Delivered"
"573","sm573","o210","prod02","11-11-2022","14-11-2022","14-11-2022","DPD","Saamyya",3,"Delivered"
"574","sm574","o107","prod09","23-11-2022","26-11-2022","26-11-2022","DPD","Vonia",3,"Delivered"
"575","sm575","o309","prod04","03-01-2022","06-01-2022","06-01-2022","DPD","Dale",3,"Delivered"
"576","sm576","o388","prod09","31-08-2022","03-09-2022","03-09-2022","DPD","Azeema",3,"Delivered"
"577","sm577","o394","prod09","27-06-2023","30-06-2023","30-06-2023","DPD","Muntasir",3,"Delivered"
"578","sm578","o469","prod07","08-06-2022","11-06-2022","11-06-2022","DPD","Rodrigo",3,"Delivered"
"579","sm579","o171","prod10","29-12-2022","01-01-2023","01-01-2023","DPD","Sarah",3,"Delivered"
"580","sm580","o164","prod16","04-04-2023","07-04-2023","07-04-2023","DPD","Cherokee",3,"Delivered"
"581","sm581","o367","prod03","15-05-2022","18-05-2022","18-05-2022","DPD","Jeremiah",3,"Delivered"
"582","sm582","o075","prod10","26-07-2022","29-07-2022","29-07-2022","DPD","Essence",3,"Delivered"
"583","sm583","o404","prod03","07-09-2023","10-09-2023","10-09-2023","DPD","Tranae",3,"Delivered"
"584","sm584","o227","prod11","04-03-2022","07-03-2022","07-03-2022","DPD","Elizabeth",3,"Delivered"
"585","sm585","o153","prod11","04-04-2023","07-04-2023","07-04-2023","DPD","Aanisa",3,"Delivered"
"586","sm586","o397","prod16","06-11-2023","09-11-2023","09-11-2023","DPD","Santana",3,"Delivered"
"587","sm587","o130","prod11","27-02-2023","02-03-2023","02-03-2023","DPD","Athena",3,"Delivered"
"588","sm588","o092","prod16","08-02-2022","11-02-2022","11-02-2022","DPD","Kelvin",3,"Delivered"
"589","sm589","o057","prod11","08-02-2022","11-02-2022","11-02-2022","DPD","Claire",3,"Delivered"
"590","sm590","o208","prod07","24-09-2022","27-09-2022","27-09-2022","DPD","Jaime",3,"Delivered"
"591","sm591","o185","prod11","17-01-2024","20-01-2024","20-01-2024","DPD","Michael",3,"Delivered"
"592","sm592","o033","prod11","04-04-2023","07-04-2023","07-04-2023","DPD","Courtney",3,"Delivered"
"593","sm593","o221","prod05","26-07-2022","29-07-2022","29-07-2022","DPD","Skyler",3,"Delivered"
"594","sm594","o408","prod06","27-06-2023","30-06-2023","30-06-2023","DPD","Maria",3,"Delivered"
"595","sm595","o497","prod03","03-06-2023","06-06-2023","06-06-2023","DPD","Amanda",3,"Delivered"
"596","sm596","o491","prod05","18-11-2023","21-11-2023","21-11-2023","DPD","Bradley",3,"Delivered"
"597","sm597","o498","prod02","18-10-2022","21-10-2022","21-10-2022","DPD","Chris",3,"Delivered"
"598","sm598","o012","prod04","10-05-2023","13-05-2023","13-05-2023","DPD","Monica",3,"Delivered"
"599","sm599","o088","prod10","28-03-2022","31-03-2022","31-03-2022","DPD","Kayla",3,"Delivered"
"600","sm600","o295","prod11","10-01-2023","13-01-2023","13-01-2023","DPD","Allison",3,"Delivered"
"601","sm601","o495","prod16","16-03-2022","19-03-2022","19-03-2022","DPD","Mackenzie",3,"Delivered"
"602","sm602","o411","prod16","12-09-2022","15-09-2022","15-09-2022","DPD","Haitham",3,"Delivered"
"603","sm603","o154","prod04","15-05-2022","18-05-2022","18-05-2022","DPD","Thomas",3,"Delivered"
"604","sm604","o413","prod16","10-01-2023","13-01-2023","13-01-2023","DPD","Jared",3,"Delivered"
"605","sm605","o401","prod10","04-03-2022","07-03-2022","07-03-2022","DPD","Kelsey",3,"Delivered"
"606","sm606","o498","prod16","18-10-2022","21-10-2022","21-10-2022","DPD","Chris",3,"Delivered"
"607","sm607","o482","prod11","13-10-2023","16-10-2023","16-10-2023","DPD","Angelica",3,"Delivered"
"608","sm608","o014","prod04","28-03-2022","31-03-2022","31-03-2022","DPD","Danijah",3,"Delivered"
"609","sm609","o175","prod02","11-11-2022","14-11-2022","14-11-2022","DPD","Marsean",3,"Delivered"
"610","sm610","o487","prod11","12-12-2023","15-12-2023","15-12-2023","DPD","Christopher",3,"Delivered"
"611","sm611","o277","prod11","10-01-2023","13-01-2023","13-01-2023","DPD","Adam",3,"Delivered"
"612","sm612","o060","prod05","22-01-2023","25-01-2023","25-01-2023","DPD","Kevin",3,"Delivered"
"613","sm613","o090","prod02","09-07-2023","12-07-2023","12-07-2023","DPD","Brock",3,"Delivered"
"614","sm614","o076","prod10","02-07-2022","05-07-2022","05-07-2022","DPD","Isa",3,"Delivered"
"615","sm615","o285","prod15","27-05-2022","30-05-2022","30-05-2022","DPD","Naomi",3,"Delivered"
"616","sm616","o407","prod05","26-08-2023","29-08-2023","29-08-2023","DPD","Kayla",3,"Delivered"
"617","sm617","o075","prod04","26-07-2022","29-07-2022","29-07-2022","DPD","Essence",3,"Delivered"
"618","sm618","o036","prod06","06-11-2023","09-11-2023","09-11-2023","DPD","Naadir",3,"Delivered"
"619","sm619","o002","prod06","06-11-2023","09-11-2023","09-11-2023","DPD","Hannah",3,"Delivered"
"620","sm620","o132","prod01","16-04-2023","19-04-2023","19-04-2023","DPD","Nathaniel",3,"Delivered"
"621","sm621","o384","prod01","12-09-2022","15-09-2022","15-09-2022","DPD","Breanna",3,"Delivered"
"622","sm622","o211","prod16","26-08-2023","29-08-2023","29-08-2023","DPD","Andrew",3,"Delivered"
"623","sm623","o214","prod01","19-09-2023","22-09-2023","22-09-2023","DPD","Jessica",3,"Delivered"
"624","sm624","o410","prod07","01-10-2023","04-10-2023","04-10-2023","DPD","Caitlin",3,"Delivered"
"625","sm625","o173","prod07","25-10-2023","28-10-2023","28-10-2023","DPD","Vincent",3,"Delivered"
"626","sm626","o128","prod12","06-10-2022","09-10-2022","09-10-2022","DPD","Santee",3,"Delivered"
"627","sm627","o235","prod17","15-06-2023","18-06-2023","18-06-2023","DPD","Terrell",3,"Delivered"
"628","sm628","o063","prod10","14-08-2023","17-08-2023","17-08-2023","DPD","Africa",3,"Delivered"
"629","sm629","o447","prod15","27-06-2023","30-06-2023","30-06-2023","DPD","Jessalynn",3,"Delivered"
"630","sm630","o289","prod06","10-05-2023","13-05-2023","13-05-2023","DPD","Justen",3,"Delivered"
"631","sm631","o308","prod11","16-04-2023","19-04-2023","19-04-2023","DPD","Habeeba",3,"Delivered"
"632","sm632","o497","prod15","03-06-2023","06-06-2023","06-06-2023","DPD","Amanda",3,"Delivered"
"633","sm633","o230","prod12","21-07-2023","24-07-2023","24-07-2023","DPD","Marissa",3,"Delivered"
"634","sm634","o378","prod06","22-02-2024","25-02-2024","25-02-2024","DPD","Bailey",3,"Delivered"
"635","sm635","o316","prod06","08-06-2022","11-06-2022","11-06-2022","DPD","Sharday",3,"Delivered"
"636","sm636","o123","prod10","22-01-2023","25-01-2023","25-01-2023","DPD","Arely",3,"Delivered"
"637","sm637","o398","prod12","09-04-2022","12-04-2022","12-04-2022","DPD","Yvette",3,"Delivered"
"638","sm638","o093","prod06","15-05-2022","18-05-2022","18-05-2022","DPD","Kaitlyn",3,"Delivered"
"639","sm639","o254","prod06","21-04-2022","24-04-2022","24-04-2022","DPD","Phally",3,"Delivered"
"640","sm640","o073","prod06","26-07-2022","29-07-2022","29-07-2022","DPD","Asashia",3,"Delivered"
"641","sm641","o084","prod06","14-07-2022","17-07-2022","17-07-2022","DPD","Julia",3,"Delivered"
"642","sm642","o135","prod15","14-08-2023","17-08-2023","17-08-2023","DPD","Joshua",3,"Delivered"
"643","sm643","o038","prod17","04-03-2022","07-03-2022","07-03-2022","DPD","Zackery",3,"Delivered"
"644","sm644","o009","prod05","14-08-2023","17-08-2023","17-08-2023","DPD","Matthew",3,"Delivered"
"645","sm645","o242","prod17","27-02-2023","02-03-2023","02-03-2023","DPD","Cheyenne",3,"Delivered"
"646","sm646","o036","prod10","06-11-2023","09-11-2023","09-11-2023","DPD","Naadir",3,"Delivered"
"647","sm647","o252","prod06","30-11-2023","03-12-2023","03-12-2023","DPD","Christina",3,"Delivered"
"648","sm648","o497","prod17","03-06-2023","06-06-2023","06-06-2023","DPD","Amanda",3,"Delivered"
"649","sm649","o022","prod17","03-05-2022","06-05-2022","06-05-2022","DPD","Jacob",3,"Delivered"
"650","sm650","o351","prod10","25-10-2023","28-10-2023","28-10-2023","DPD","Isaac",3,"Delivered"
"651","sm651","o205","prod17","03-02-2023","06-02-2023","06-02-2023","DPD","Shanna",3,"Delivered"
"652","sm652","o169","prod15","06-11-2023","09-11-2023","09-11-2023","DPD","Jaime",3,"Delivered"
"653","sm653","o356","prod11","23-11-2022","26-11-2022","26-11-2022","DPD","Esperanza",3,"Delivered"
"654","sm654","o320","prod05","10-05-2023","13-05-2023","13-05-2023","DPD","Kevin",3,"Delivered"
"655","sm655","o276","prod15","10-01-2023","13-01-2023","13-01-2023","DPD","Lebon",3,"Delivered"
"656","sm656","o207","prod12","10-05-2023","13-05-2023","13-05-2023","DPD","Destany",3,"Delivered"
"657","sm657","o029","prod16","19-08-2022","22-08-2022","22-08-2022","DPD","Haani",3,"Delivered"
"658","sm658","o266","prod17","11-11-2022","14-11-2022","14-11-2022","DPD","Mubeena",3,"Delivered"
"659","sm659","o185","prod05","17-01-2024","20-01-2024","20-01-2024","DPD","Michael",3,"Delivered"
"660","sm660","o061","prod12","11-03-2023","14-03-2023","14-03-2023","DPD","Samantha",3,"Delivered"
"661","sm661","o227","prod16","04-03-2022","07-03-2022","07-03-2022","DPD","Elizabeth",3,"Delivered"
"662","sm662","o290","prod01","27-01-2022","30-01-2022","30-01-2022","DPD","Jeremy",3,"Delivered"
"663","sm663","o395","prod17","10-02-2024","13-02-2024","13-02-2024","DPD","Samantha",3,"Delivered"
"664","sm664","o001","prod08","22-01-2023","25-01-2023","25-01-2023","DPD","Kelsey",3,"Delivered"
"665","sm665","o386","prod17","14-08-2023","17-08-2023","17-08-2023","DPD","Bassil",3,"Delivered"
"666","sm666","o193","prod01","28-03-2022","31-03-2022","31-03-2022","DPD","Tahiyya",3,"Delivered"
"667","sm667","o388","prod07","31-08-2022","03-09-2022","03-09-2022","DPD","Azeema",3,"Delivered"
"668","sm668","o258","prod17","21-07-2023","24-07-2023","24-07-2023","DPD","Japheth",3,"Delivered"
"669","sm669","o334","prod17","09-07-2023","12-07-2023","12-07-2023","DPD","Duy",3,"Delivered"
"670","sm670","o443","prod17","18-10-2022","21-10-2022","21-10-2022","DPD","Christopher",3,"Delivered"
"671","sm671","o044","prod07","24-12-2023","27-12-2023","27-12-2023","DPD","Yusri",3,"Delivered"
"672","sm672","o294","prod12","16-04-2023","19-04-2023","19-04-2023","DPD","Connie",3,"Delivered"
"673","sm673","o463","prod05","21-04-2022","24-04-2022","24-04-2022","DPD","Najeeb",3,"Delivered"
"674","sm674","o460","prod12","09-07-2023","12-07-2023","12-07-2023","DPD","Amy",3,"Delivered"
"675","sm675","o201","prod11","15-02-2023","18-02-2023","18-02-2023","DPD","Grayson",3,"Delivered"
"676","sm676","o488","prod15","22-02-2024","25-02-2024","25-02-2024","DPD","Yenesis",3,"Delivered"
"677","sm677","o056","prod07","29-01-2024","01-02-2024","01-02-2024","DPD","Dewaun",3,"Delivered"
"678","sm678","o220","prod16","09-07-2023","12-07-2023","12-07-2023","DPD","Mariah",3,"Delivered"
"679","sm679","o136","prod02","22-05-2023","25-05-2023","25-05-2023","DPD","Rashaad",3,"Delivered"
"680","sm680","o310","prod16","22-05-2023","25-05-2023","25-05-2023","DPD","Leandra",3,"Delivered"
"681","sm681","o170","prod18","03-06-2023","06-06-2023","06-06-2023","DPD","Eleanor",3,"Delivered"
"682","sm682","o184","prod07","14-07-2022","17-07-2022","17-07-2022","DPD","Megan",3,"Delivered"
"683","sm683","o297","prod11","08-02-2022","11-02-2022","11-02-2022","DPD","John Luke",3,"Delivered"
"684","sm684","o032","prod02","26-07-2022","29-07-2022","29-07-2022","DPD","Nathanial",3,"Delivered"
"685","sm685","o007","prod12","02-08-2023","05-08-2023","05-08-2023","DPD","Angelleeka",3,"Delivered"
"686","sm686","o261","prod16","15-02-2023","18-02-2023","18-02-2023","DPD","Cheyenne",3,"Delivered"
"687","sm687","o454","prod18","27-05-2022","30-05-2022","30-05-2022","DPD","Lesley",3,"Delivered"
"688","sm688","o405","prod12","30-11-2023","03-12-2023","03-12-2023","DPD","Keitaro",3,"Delivered"
"689","sm689","o069","prod01","16-04-2023","19-04-2023","19-04-2023","DPD","Raymond",3,"Delivered"
"690","sm690","o232","prod02","18-10-2022","21-10-2022","21-10-2022","DPD","Jalen",3,"Delivered"
"691","sm691","o337","prod07","01-10-2023","04-10-2023","04-10-2023","DPD","Jacqueline",3,"Delivered"
"692","sm692","o112","prod12","06-10-2022","09-10-2022","09-10-2022","DPD","James",3,"Delivered"
"693","sm693","o271","prod14","25-10-2023","28-10-2023","28-10-2023","DPD","Abigail",3,"Delivered"
"694","sm694","o224","prod11","25-10-2023","28-10-2023","28-10-2023","DPD","Aliyya",3,"Delivered"
"695","sm695","o313","prod16","26-08-2023","29-08-2023","29-08-2023","DPD","Ashley",3,"Delivered"
"696","sm696","o188","prod13","10-05-2023","13-05-2023","13-05-2023","DPD","Zainuddeen",3,"Delivered"
"697","sm697","o274","prod02","03-01-2022","06-01-2022","06-01-2022","DPD","Carter",3,"Delivered"
"698","sm698","o337","prod09","01-10-2023","04-10-2023","04-10-2023","DPD","Jacqueline",3,"Delivered"
"699","sm699","o006","prod05","04-03-2022","07-03-2022","07-03-2022","DPD","Mario",3,"Delivered"
"700","sm700","o471","prod12","11-11-2022","14-11-2022","14-11-2022","DPD","Rashelle",3,"Delivered"
"701","sm701","o368","prod07","26-07-2022","29-07-2022","29-07-2022","DPD","Issac",3,"Delivered"
"702","sm702","o384","prod01","12-09-2022","15-09-2022","15-09-2022","DPD","Breanna",3,"Delivered"
"703","sm703","o336","prod07","18-11-2023","21-11-2023","21-11-2023","DPD","Shania",3,"Delivered"
"704","sm704","o165","prod06","24-12-2023","27-12-2023","27-12-2023","DPD","Angelique",3,"Delivered"
"705","sm705","o287","prod16","18-11-2023","21-11-2023","21-11-2023","DPD","Tyler",3,"Delivered"
"706","sm706","o450","prod04","10-02-2024","13-02-2024","13-02-2024","DPD","Elana",3,"Delivered"
"707","sm707","o116","prod18","31-08-2022","03-09-2022","03-09-2022","DPD","Riyaal",3,"Delivered"
"708","sm708","o391","prod13","09-07-2023","12-07-2023","12-07-2023","DPD","Shane",3,"Delivered"
"709","sm709","o189","prod18","29-01-2024","01-02-2024","01-02-2024","DPD","Nakheel",3,"Delivered"
"710","sm710","o460","prod07","09-07-2023","12-07-2023","12-07-2023","DPD","Amy",3,"Delivered"
"711","sm711","o043","prod09","28-04-2023","01-05-2023","01-05-2023","DPD","Kylee",3,"Delivered"
"712","sm712","o173","prod18","25-10-2023","28-10-2023","28-10-2023","DPD","Vincent",3,"Delivered"
"713","sm713","o431","prod18","11-11-2022","14-11-2022","14-11-2022","DPD","George",3,"Delivered"
"714","sm714","o050","prod15","29-01-2024","01-02-2024","01-02-2024","DPD","Timothy",3,"Delivered"
"715","sm715","o451","prod07","21-07-2023","24-07-2023","24-07-2023","DPD","Adidas",3,"Delivered"
"716","sm716","o474","prod06","06-10-2022","09-10-2022","09-10-2022","DPD","Delrey",3,"Delivered"
"717","sm717","o096","prod11","29-12-2022","01-01-2023","01-01-2023","DPD","Blase",3,"Delivered"
"718","sm718","o405","prod02","30-11-2023","03-12-2023","03-12-2023","DPD","Keitaro",3,"Delivered"
"719","sm719","o269","prod04","11-03-2023","14-03-2023","14-03-2023","DPD","Stephanie",3,"Delivered"
"720","sm720","o207","prod08","10-05-2023","13-05-2023","13-05-2023","DPD","Destany",3,"Delivered"
"721","sm721","o247","prod18","10-05-2023","13-05-2023","13-05-2023","DPD","Tyree",3,"Delivered"
"722","sm722","o031","prod06","08-06-2022","11-06-2022","11-06-2022","DPD","Simone",3,"Delivered"
"723","sm723","o372","prod13","25-10-2023","28-10-2023","28-10-2023","DPD","Alyson",3,"Delivered"
"724","sm724","o440","prod08","25-10-2023","28-10-2023","28-10-2023","DPD","Danielle",3,"Delivered"
"725","sm725","o489","prod08","30-10-2022","02-11-2022","02-11-2022","DPD","Julia",3,"Delivered"
"726","sm726","o195","prod16","28-03-2022","31-03-2022","31-03-2022","DPD","Eduardo",3,"Delivered"
"727","sm727","o045","prod08","31-08-2022","03-09-2022","03-09-2022","DPD","Munsif",3,"Delivered"
"728","sm728","o336","prod13","18-11-2023","21-11-2023","21-11-2023","DPD","Shania",3,"Delivered"
"729","sm729","o141","prod11","31-08-2022","03-09-2022","03-09-2022","DPD","Alec",3,"Delivered"
"730","sm730","o237","prod02","23-11-2022","26-11-2022","26-11-2022","DPD","Alec",3,"Delivered"
"731","sm731","o129","prod13","18-11-2023","21-11-2023","21-11-2023","DPD","Mu'hsina",3,"Delivered"
"732","sm732","o439","prod18","07-09-2023","10-09-2023","10-09-2023","DPD","Chloe",3,"Delivered"
"733","sm733","o078","prod11","26-07-2022","29-07-2022","29-07-2022","DPD","Yuliza",3,"Delivered"
"734","sm734","o377","prod18","22-02-2024","25-02-2024","25-02-2024","DPD","Juanito",3,"Delivered"
"735","sm735","o439","prod17","07-09-2023","10-09-2023","10-09-2023","DPD","Chloe",3,"Delivered"
"736","sm736","o249","prod18","09-07-2023","12-07-2023","12-07-2023","DPD","Josephine-Marie",3,"Delivered"
"737","sm737","o280","prod13","13-10-2023","16-10-2023","16-10-2023","DPD","Eyob",3,"Delivered"
"738","sm738","o091","prod06","06-10-2022","09-10-2022","09-10-2022","DPD","Timothy",3,"Delivered"
"739","sm739","o305","prod08","08-06-2022","11-06-2022","11-06-2022","DPD","Jacob",3,"Delivered"
"740","sm740","o445","prod19","27-02-2023","02-03-2023","02-03-2023","DPD","Zaamil",3,"Delivered"
"741","sm741","o126","prod11","31-08-2022","03-09-2022","03-09-2022","DPD","Deborah",3,"Delivered"
"742","sm742","o444","prod08","03-01-2022","06-01-2022","06-01-2022","DPD","Megan",3,"Delivered"
"743","sm743","o227","prod17","04-03-2022","07-03-2022","07-03-2022","DPD","Elizabeth",3,"Delivered"
"744","sm744","o203","prod17","23-11-2022","26-11-2022","26-11-2022","DPD","Eric",3,"Delivered"
"745","sm745","o072","prod13","02-07-2022","05-07-2022","05-07-2022","DPD","Bethany",3,"Delivered"
"746","sm746","o159","prod13","05-12-2022","08-12-2022","08-12-2022","DPD","Charline",3,"Delivered"
"747","sm747","o240","prod13","29-01-2024","01-02-2024","01-02-2024","DPD","Bakar",3,"Delivered"
"748","sm748","o417","prod03","16-04-2023","19-04-2023","19-04-2023","DPD","Afeef",3,"Delivered"
"749","sm749","o117","prod08","20-02-2022","23-02-2022","23-02-2022","DPD","Griffin",3,"Delivered"
"750","sm750","o246","prod13","02-07-2022","05-07-2022","05-07-2022","DPD","Mariah",3,"Delivered"
"751","sm751","o046","prod19","03-05-2022","06-05-2022","06-05-2022","DPD","Cheyenne",3,"Delivered"
"752","sm752","o191","prod08","04-04-2023","07-04-2023","07-04-2023","DPD","Brandon",3,"Delivered"
"753","sm753","o111","prod01","15-02-2023","18-02-2023","18-02-2023","DPD","Ruasha",3,"Delivered"
"754","sm754","o452","prod19","16-04-2023","19-04-2023","19-04-2023","DPD","Guadalupe",3,"Delivered"
"755","sm755","o119","prod19","30-11-2023","03-12-2023","03-12-2023","DPD","Haafil",3,"Delivered"
"756","sm756","o231","prod13","20-02-2022","23-02-2022","23-02-2022","DPD","Krishawnda",3,"Delivered"
"757","sm757","o241","prod03","22-01-2023","25-01-2023","25-01-2023","DPD","Megan",3,"Delivered"
"758","sm758","o325","prod13","14-08-2023","17-08-2023","17-08-2023","DPD","Dhaahir",3,"Delivered"
"759","sm759","o454","prod19","27-05-2022","30-05-2022","30-05-2022","DPD","Lesley",3,"Delivered"
"760","sm760","o177","prod19","28-03-2022","31-03-2022","31-03-2022","DPD","Shelby",3,"Delivered"
"761","sm761","o341","prod19","24-12-2023","27-12-2023","27-12-2023","DPD","Isabelle",3,"Delivered"
"762","sm762","o297","prod14","08-02-2022","11-02-2022","11-02-2022","DPD","John Luke",3,"Delivered"
"763","sm763","o181","prod19","07-08-2022","10-08-2022","10-08-2022","DPD","Rasheeq",3,"Delivered"
"764","sm764","o240","prod08","29-01-2024","01-02-2024","01-02-2024","DPD","Bakar",3,"Delivered"
"765","sm765","o433","prod19","04-03-2022","07-03-2022","07-03-2022","DPD","Nhan",3,"Delivered"
"766","sm766","o223","prod03","09-04-2022","12-04-2022","12-04-2022","DPD","Jacob",3,"Delivered"
"767","sm767","o234","prod08","19-09-2023","22-09-2023","22-09-2023","DPD","A",3,"Delivered"
"768","sm768","o489","prod03","30-10-2022","02-11-2022","02-11-2022","DPD","Julia",3,"Delivered"
"769","sm769","o390","prod19","02-07-2022","05-07-2022","05-07-2022","DPD","Morcus",3,"Delivered"
"770","sm770","o151","prod14","10-01-2023","13-01-2023","13-01-2023","DPD","Azureen",3,"Delivered"
"771","sm771","o176","prod07","29-12-2022","01-01-2023","01-01-2023","DPD","Lev",3,"Delivered"
"772","sm772","o086","prod08","26-07-2022","29-07-2022","29-07-2022","DPD","Bajon",3,"Delivered"
"773","sm773","o327","prod07","27-05-2022","30-05-2022","30-05-2022","DPD","Jafar",3,"Delivered"
"774","sm774","o284","prod10","20-02-2022","23-02-2022","23-02-2022","DPD","Dennis",3,"Delivered"
"775","sm775","o435","prod19","05-01-2024","08-01-2024","08-01-2024","DPD","Drew",3,"Delivered"
"776","sm776","o452","prod08","16-04-2023","19-04-2023","19-04-2023","DPD","Guadalupe",3,"Delivered"
"777","sm777","o040","prod03","19-09-2023","22-09-2023","22-09-2023","DPD","Marissa",3,"Delivered"
"778","sm778","o335","prod09","05-01-2024","08-01-2024","08-01-2024","DPD","Adina",3,"Delivered"
"779","sm779","o396","prod14","25-10-2023","28-10-2023","28-10-2023","DPD","Haamid",3,"Delivered"
"780","sm780","o070","prod09","09-07-2023","12-07-2023","12-07-2023","DPD","Jacob",3,"Delivered"
"781","sm781","o289","prod19","10-05-2023","13-05-2023","13-05-2023","DPD","Justen",3,"Delivered"
"782","sm782","o079","prod19","24-09-2022","27-09-2022","27-09-2022","DPD","Shervanna",3,"Delivered"
"783","sm783","o121","prod01","02-08-2023","05-08-2023","05-08-2023","DPD","Robert",3,"Delivered"
"784","sm784","o255","prod08","14-07-2022","17-07-2022","17-07-2022","DPD","Natasha",3,"Delivered"
